SI,Course ID,Course Title,RI,EQ 'FN'
SA,CS125,DATABASE MANAGEMENT,NI,
SA,CS130,OPERATING SYSTEMS,NI,
SA,CS212,INTRO TO PROGRAMMING IN C++,NI,
SA,CS214,DATA STRUCTURES WITH C++,NI,
SA,CS217,INTRODUCTION TO VISUAL BASIC,NI,
SA,CS225,ADVANCED VISUAL BASIC,NI,
SA,CS240,PROGRAMMING IN,NI,
SA,CS241,ADVANCED C++ CONCEPTS,NI,
SA,CS250,WEB PROGRAMMING,NI,
SA,CS251,INTRODUCTION TO JAVA PROGRAMMING,NI,
SA,CS252,ADVANCED JAVA CONCEPTS,NI,
SA,CS260,SYSTEMS ANALYSIS AND DESIGN,NI,
SA,IT101,PC ASSEMBLY,NI,
SA,IT102,HOW THE MAC WORKS,NI,
SA,IT103,NETWORK DESIGN AND TOPOLOGIES,NI,
SA,IT104,COMPUTER REPAIR,NI,
SA,IT105,NETWORK SYSTEMS I,NI,
SA,IT106,PC ASSEMBLY,NI,
SA,IT107,FUNDAMENTALS OF ELECTRONIC COMMUNICATION,NI,
SA,IT108,COPPER CABLING SYSTEMS,NI,
SA,IT109,FIBER OPTICS CABLING SYSTEMS,NI,
SA,IT204,COMPUTER REPAIR II,NI,
SA,IT205,NETWORK SYSTEMS II,NI,
SA,IT210,WEBSITE MANAGEMENT,NI,
SA,MA89,INTRO TO DEVELOPMENTAL MATH,NI,
SA,MA90,BASIC COLLEGE MATHEMATICS,NI,
SA,MA91,DEVELOPMENTAL MATHEMATICS,NI,
SA,MA93,ELEMENTARY ALGEBRA,NI,
SA,MA95,INTERMEDIATE ALGEBRA,NI,
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,NI,
SA,MAT092,PRE-ALGEBRA,NI,
SA,MAT093,ELEMENTARY ALGEBRA,NI,
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,NI,
SA,MAT100,APPLIED MATHEMATICS,NI,
SA,MAT105,APPLIED MATH FOR INDUSTRIAL TEC,NI,
SA,MAT110,INTRODUCTION TO COLLEGE MATHEMATICS,NI,
SA,MAT115,FUNDAMENTALS OF MATH FOR NURSING,NI,
SA,MAT131,COLLEGE ALGEBRA I,NI,
SA,MAT132,ALGEBRA II,NI,
SA,MAT134,CONTEMPORARY MATHEMATICS,NI,
SA,MAT135,INTERMEDIATE ALGEBRA,NI,
SA,MAT136,INTERMEDIATE ALGEBRA,NI,
SA,MAT143,ENGINEERING TECHNOLOGY MATHEMATICS,NI,
SA,MAT145,COLLEGE TRIGONOMETRY,NI,
SA,MAT151,ELEMENTARY FUNCTIONS,NI,
SA,MAT201,STATISTICS,NI,
SA,MAT205,INDUSTRIAL STATISTICS,NI,
SA,MAT210,CALCULUS WITH APPS TO MANAGEMENT AND SOCIAL SCIENC,NI,
SA,MAT211,CALCULUS REVIEW,NI,
SX,COMS132,GAME PROGRAMMING,CE,
SX,COMS201,MICROCOMPUTER I,CE,
SX,COMS208,MICRO VI - PASCAL,CE,
SX,COMS239,FUNDAMENTALS OF COMPUTER ARCHITECTURE,CE,
SX,COMS240,COMPUTER INFORMATION SYSTEMS INTERNSHIP,CE,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,KE,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,KE,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,KE,
SX,COMS201,MICROCOMPUTER I,KE,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,KE,
SX,COMS205,PROGRAMMING IN FORTRAN,KE,
SX,COMS206,PROGRAMMING IN C++,KE,
SX,COMS207,ADVANCED PROGRAMMING IN C++,KE,
SX,COMS208,MICRO VI - PASCAL,KE,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,KE,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,KE,
SX,MATH101,COLLEGE ALGEBRA I,KE,
SX,MATH102,COLLEGE ALGEBRA II,KE,
SX,MATH222,STATISTICS AND RESEARCH METHODS IN PSYCHOLOGY,KE,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,FD,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,FD,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,FD,
SX,COMS201,MICROCOMPUTER I,FD,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,FD,
SX,COMS205,PROGRAMMING IN FORTRAN,FD,
SX,COMS206,PROGRAMMING IN C++,FD,
SX,COMS207,ADVANCED PROGRAMMING IN C++,FD,
SX,COMS208,MICRO VI - PASCAL,FD,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,FD,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,FD,
SX,COMS240,COMPUTER INFORMATION SYSTEMS INTERNSHIP,FD,
SX,MATH101,COLLEGE ALGEBRA I,FD,
SX,MATH102,COLLEGE ALGEBRA II,FD,
SX,COMS115,INTRODUCTION TO COMPUTER SCIENCE II,MO,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,MO,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,MO,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,MO,
SX,COMS145,INTRODUCTION TO PROGRAMMING IN JAVA,MO,
SX,COMS146,ADVANCED PROGRAMMING IN JAVA,MO,
SX,COMS148,INTRODUCTION TO LINUX,MO,
SX,COMS149,WEB SERVERS AND CGI SCRIPTING,MO,
SX,COMS201,MICROCOMPUTER I,MO,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,MO,
SX,COMS205,PROGRAMMING IN FORTRAN,MO,
SX,COMS206,PROGRAMMING IN C++,MO,
SX,COMS207,ADVANCED PROGRAMMING IN C++,MO,
SX,COMS208,MICRO VI - PASCAL,MO,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,MO,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,MO,
SX,COMS232,NETWORKING FUNDAMENTALS,MO,
SX,COMS233,INTERNETWORKING DESIGN,MO,
SX,COMS234,NETWORKING MANAGEMENT AND SECURITY,MO,
SX,MATH101,COLLEGE ALGEBRA I,MO,
SX,MATH102,COLLEGE ALGEBRA II,MO,
SX,COMS103,COMPUTER BASICS,NU,
SX,COMS104,INTRODUCTION TO PERSONAL COMPUTERS,NU,
SX,COMS105,INTRODUCTION TO WINDOWS AND THE INTERNET,NU,
SX,COMS106,INTRODUCTION TO WORD PROCESSING,NU,
SX,COMS107,INTRODUCTION TO SPREADSHEETS,NU,
SX,COMS108,INTRODUCTION TO PRESENTATION SOFTWARE,NU,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,NU,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,NU,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,NU,
SX,COMS201,MICROCOMPUTER I,NU,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,NU,
SX,COMS205,PROGRAMMING IN FORTRAN,NU,
SX,COMS206,PROGRAMMING IN C++,NU,
SX,COMS207,ADVANCED PROGRAMMING IN C++,NU,
SX,COMS208,MICRO VI - PASCAL,NU,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,NU,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,NU,
SX,MATH101,COLLEGE ALGEBRA I,NU,
SX,MATH102,COLLEGE ALGEBRA II,NU,
SX,COMS120,COMPUTER SOFTWARE APPLICATIONS,RO,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,RO,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,RO,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,RO,
SX,COMS201,MICROCOMPUTER I,RO,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,RO,
SX,COMS205,PROGRAMMING IN FORTRAN,RO,
SX,COMS206,PROGRAMMING IN C++,RO,
SX,COMS207,ADVANCED PROGRAMMING IN C++,RO,
SX,COMS208,MICRO VI - PASCAL,RO,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,RO,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,RO,
SX,MATH101,COLLEGE ALGEBRA I,RO,
SX,MATH102,COLLEGE ALGEBRA II,RO,
SX,MATH105,TECHNICAL MATHEMATICS,RO,
SX,COMS103,COMPUTER BASICS,RI,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,RI,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,RI,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,RI,
SX,COMS141,LINUX FUNDAMENTALS FOR CYBERSECURITY,RI,
SX,COMS150,BUSINESS APPLICATIONS IN LOTUS 1-2-3,RI,
SX,COMS201,MICROCOMPUTER I,RI,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,RI,
SX,COMS205,PROGRAMMING IN FORTRAN,RI,
SX,COMS206,PROGRAMMING IN C++,RI,
SX,COMS207,ADVANCED PROGRAMMING IN C++,RI,
SX,COMS208,MICRO VI - PASCAL,RI,
SX,COMS214,COBOL I,RI,
SX,COMS215,COBOL II,RI,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,RI,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,RI,
SX,COMS225,COMPUTER AIDED DESIGN (CAD),RI,
SX,COMS226,COMPUTER AIDED DESIGN II,RI,
SX,MATH101,COLLEGE ALGEBRA I,RI,
SX,MATH102,COLLEGE ALGEBRA II,RI,
SX,MATH105,TECHNICAL MATHEMATICS,RI,
SX,COMS112,FUNDAMENTALS OF COMPUTER SCIENCE,FM,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,FM,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,FM,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,FM,
SX,COMS201,MICROCOMPUTER I,FM,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,FM,
SX,COMS205,PROGRAMMING IN FORTRAN,FM,
SX,COMS206,PROGRAMMING IN C++,FM,
SX,COMS207,ADVANCED PROGRAMMING IN C++,FM,
SX,COMS208,MICRO VI - PASCAL,FM,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,FM,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,FM,
SX,COMS240,COMPUTER INFORMATION SYSTEMS INTERNSHIP,FM,
SX,MATH101,COLLEGE ALGEBRA I,FM,
SX,MATH102,COLLEGE ALGEBRA II,FM,
SX,COMS106,INTRODUCTION TO WORD PROCESSING,RM,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,RM,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,RM,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,RM,
SX,COMS149,WEB SERVERS AND CGI SCRIPTING,RM,
SX,COMS201,MICROCOMPUTER I,RM,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,RM,
SX,COMS205,PROGRAMMING IN FORTRAN,RM,
SX,COMS206,PROGRAMMING IN C++,RM,
SX,COMS207,ADVANCED PROGRAMMING IN C++,RM,
SX,COMS208,MICRO VI - PASCAL,RM,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,RM,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,RM,
SX,COMS232,NETWORKING FUNDAMENTALS,RM,
SX,COMS233,INTERNETWORKING DESIGN,RM,
SX,COMS234,NETWORKING MANAGEMENT AND SECURITY,RM,
SX,COMS235,ADVANCED INTERNETWORKING DESIGN,RM,
SX,COMS239,FUNDAMENTALS OF COMPUTER ARCHITECTURE,RM,
SX,MATH101,COLLEGE ALGEBRA I,RM,
SX,MATH102,COLLEGE ALGEBRA II,RM,
SX,COMS100,COMPUTER FUNDAMENTALS,NI,
SX,COMS103,COMPUTER BASICS,NI,
SX,COMS104,INTRODUCTION TO PERSONAL COMPUTERS,NI,
SX,COMS105,INTRODUCTION TO WINDOWS AND THE INTERNET,NI,
SX,COMS106,INTRODUCTION TO WORD PROCESSING,NI,
SX,COMS107,INTRODUCTION TO SPREADSHEETS,NI,
SX,COMS108,INTRODUCTION TO PRESENTATION SOFTWARE,NI,
SX,COMS111,IT FUNDAMENTALS,NI,
SX,COMS112,FUNDAMENTALS OF COMPUTER SCIENCE,NI,
SX,COMS113,INTRODUCTION TO INFORMATION SYSTEMS,NI,
SX,COMS114,INTRODUCTION TO COMPUTER SCIENCE I,NI,
SX,COMS122,COMPUTER APPLICATIONS FOR HEALTH PROFESSIONALS,NI,
SX,COMS125,INTRODUCTION TO COMPUTER GRAPHICS,NI,
SX,COMS128,ADVANCED COMPUTER GRAPHICS,NI,
SX,COMS130,BUSINESS APPLICATIONS IN DESKTOP,NI,
SX,COMS140,INTRODUCTION TO PROGRAMMING,NI,
SX,COMS141,LINUX FUNDAMENTALS FOR CYBERSECURITY,NI,
SX,COMS142,PROGRAMMING IN C++,NI,
SX,COMS143,ADVANCED PROGRAMMING IN C++,NI,
SX,COMS145,INTRODUCTION TO PROGRAMMING IN JAVA,NI,
SX,COMS146,ADVANCED PROGRAMMING IN JAVA,NI,
SX,COMS148,INTRODUCTION TO LINUX,NI,
SX,COMS149,WEB SERVERS AND CGI SCRIPTING,NI,
SX,COMS150,BUSINESS APPLICATIONS IN LOTUS 1-2-3,NI,
SX,COMS156,WEB SITE DEVELOPMENT II,NI,
SX,COMS201,MICROCOMPUTER I,NI,
SX,COMS203,ADVANCED PROGRAMMING IN BASIC,NI,
SX,COMS205,PROGRAMMING IN FORTRAN,NI,
SX,COMS206,PROGRAMMING IN C++,NI,
SX,COMS207,ADVANCED PROGRAMMING IN C++,NI,
SX,COMS208,MICRO VI - PASCAL,NI,
SX,COMS213,ADVANCED VISUAL BASIC,NI,
SX,COMS215,COBOL II,NI,
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,NI,
SX,COMS218,DATABASE MANAGEMENT SYSTEMS,NI,
SX,COMS220,REPORT PROGRAM GENERATOR RPG II,NI,
SX,COMS227,E-COMMERCE,NI,
SX,COMS228,INTERNET MARKETING,NI,
SX,COMS232,NETWORKING FUNDAMENTALS,NI,
SX,COMS233,INTERNETWORKING DESIGN,NI,
SX,COMS234,NETWORKING MANAGEMENT AND SECURITY,NI,
SX,COMS235,ADVANCED INTERNETWORKING DESIGN,NI,
SX,COMS239,FUNDAMENTALS OF COMPUTER ARCHITECTURE,NI,
SX,COMS240,COMPUTER INFORMATION SYSTEMS INTERNSHIP,NI,
SX,MATH101,COLLEGE ALGEBRA I,NI,
SX,MATH102,COLLEGE ALGEBRA II,NI,
SX,MATH104,CONTEMPORARY MATHEMATICS,NI,
SX,MATH105,TECHNICAL MATHEMATICS,NI,
SX,MATH106,MATHEMATICAL CONCEPTS,NI,
SX,MATH108,STATISTICS,NI,
SX,MATH110,PRE-CALCULUS I,NI,
SX,MATH112,PRE-CALCULUS II,NI,
SX,MATH118,APPLIED COLLEGE MATH,NI,
SX,MATH119,APPLIED CALCULUS,NI,
SX,MATH205,BUSINESS CALCULUS,NI,
SX,MATH222,STATISTICS AND RESEARCH METHODS IN PSYCHOLOGY,NI,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,CE,
UI,MAT002,ELEMENTARY ALGEBRA,CE,
UI,MAT005,INTERMEDIATE ALGEBRA,CE,
UI,MAT006,TRIGONOMETRY,CE,
UI,MAT012,ESL MATHEMATICS,CE,
UI,MAT025,ELEMEMTARY ALGEBRA I,CE,
UI,MAT026,ELEMENTARY ALGEBRA II,CE,
UI,MAT055,INTERMEDIATE ALGEBRA,CE,
UI,MAT066,TRIGONOMETRY,CE,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,KE,
UI,MAT005,INTERMEDIATE ALGEBRA,KE,
UI,MAT006,TRIGONOMETRY,KE,
UI,MAT012,ESL MATHEMATICS,KE,
UI,MAT025,ELEMEMTARY ALGEBRA I,KE,
UI,MAT026,ELEMENTARY ALGEBRA II,KE,
UI,MAT055,INTERMEDIATE ALGEBRA,KE,
UI,MAT066,TRIGONOMETRY,KE,
UI,MAT240,TECHNICAL MATHEMATICS III,KE,
UI,CIS107,OPERATING SYSTEMS FOR HELP DESK,FD,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,FD,
UI,MAT002,ELEMENTARY ALGEBRA,FD,
UI,MAT005,INTERMEDIATE ALGEBRA,FD,
UI,MAT006,TRIGONOMETRY,FD,
UI,MAT012,ESL MATHEMATICS,FD,
UI,MAT025,ELEMEMTARY ALGEBRA I,FD,
UI,MAT026,ELEMENTARY ALGEBRA II,FD,
UI,MAT055,INTERMEDIATE ALGEBRA,FD,
UI,MAT066,TRIGONOMETRY,FD,
UI,MAT240,TECHNICAL MATHEMATICS III,FD,
UI,CIS104,DATA BASE MANAGEMENT,MO,
UI,CIS105,DATA COMMUNICATIONS AND NETWORKS,MO,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,MO,
UI,MAT002,ELEMENTARY ALGEBRA,MO,
UI,MAT005,INTERMEDIATE ALGEBRA,MO,
UI,MAT006,TRIGONOMETRY,MO,
UI,MAT012,ESL MATHEMATICS,MO,
UI,MAT025,ELEMEMTARY ALGEBRA I,MO,
UI,MAT026,ELEMENTARY ALGEBRA II,MO,
UI,MAT055,INTERMEDIATE ALGEBRA,MO,
UI,MAT066,TRIGONOMETRY,MO,
UI,MAT100,MATH FOR PHARMACOLOGY,MO,
UI,MAT101,FINITE MATHEMATICS,MO,
UI,MAT105,SURVEY OF SPECIAL TOPICS IN MATHEMATICS,MO,
UI,MAT106,MATHEMATICS FOR MANAGEMENT AND SOCIAL SCIENCES,MO,
UI,MAT107,ELEMENTARY STATISTICS,MO,
UI,MAT108,BASIC PROGRAMMING AND APPLICATIONS,MO,
UI,MAT111,ELEMENTARY FUNCTIONS,MO,
UI,MAT112,ELEMENTARY APPLIED ANALYSIS,MO,
UI,MAT115,COLLEGE ALGEBRA AND TRIGONOMETRY,MO,
UI,MAT121,CALCULUS AND ANALYTIC GEOMETRY I,MO,
UI,MAT122,CALCULUS AND ANALYTIC GEOMETRY II,MO,
UI,MAT131,UNIFIED CALCULUS I,MO,
UI,MAT132,UNIFIED CALCULUS II,MO,
UI,MAT133,TRIGONOMETRY,MO,
UI,MAT141,TECHNICAL MATHEMATICS I,MO,
UI,MAT142,TECHNICAL MATHEMATICS II,MO,
UI,MAT145,ELEMENTARY FUNCTIONS,MO,
UI,MAT152,ELEMENTS OF STATISTICAL INFERENCE,MO,
UI,MAT156,BUSINESS MATHEMATICS,MO,
UI,MAT161,CALCULUS AND ANALYTIC GEOMETRY I,MO,
UI,MAT162,CALCULUS AND ANALYTIC GEOMETRY II,MO,
UI,MAT165,ALGEBRA,MO,
UI,MAT185,INTRODUCTION TO TI-85 GRAPHICS CALCULATOR/DERIVE,MO,
UI,MAT201,CALCULUS AND ANALYTIC GEOMETRY III,MO,
UI,MAT204,BUSINESS STATISTICAL ANALYSIS,MO,
UI,MAT205,LINEAR ALGEBRA,MO,
UI,MAT211,UNIFIED CALCULUS III,MO,
UI,MAT212,DIFFERENTIAL EQUATIONS,MO,
UI,MAT215,TECHNICAL MATHEMATICS III,MO,
UI,MAT228,ADVANCED TOPICS IN COMPUTER SCIENCE,MO,
UI,MAT231,CALCULUS I,MO,
UI,MAT240,TECHNICAL MATHEMATICS III,MO,
UI,MAT241,TECHNICAL MATHEMATICS III,MO,
UI,MAT248,PROBABILITY AND STATISTICS,MO,
UI,MAT261,CALCULUS AND ANALYTIC GEOMETRY III,MO,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,NU,
UI,MAT002,ELEMENTARY ALGEBRA,NU,
UI,MAT005,INTERMEDIATE ALGEBRA,NU,
UI,MAT006,TRIGONOMETRY,NU,
UI,MAT012,ESL MATHEMATICS,NU,
UI,MAT025,ELEMEMTARY ALGEBRA I,NU,
UI,MAT026,ELEMENTARY ALGEBRA II,NU,
UI,MAT055,INTERMEDIATE ALGEBRA,NU,
UI,MAT066,TRIGONOMETRY,NU,
UI,MAT100,MATH FOR PHARMACOLOGY,NU,
UI,MAT101,FINITE MATHEMATICS,NU,
UI,MAT105,SURVEY OF SPECIAL TOPICS IN MATHEMATICS,NU,
UI,MAT106,MATHEMATICS FOR MANAGEMENT AND SOCIAL SCIENCES,NU,
UI,MAT108,BASIC PROGRAMMING AND APPLICATIONS,NU,
UI,MAT111,ELEMENTARY FUNCTIONS,NU,
UI,MAT112,ELEMENTARY APPLIED ANALYSIS,NU,
UI,MAT115,COLLEGE ALGEBRA AND TRIGONOMETRY,NU,
UI,MAT131,UNIFIED CALCULUS I,NU,
UI,MAT132,UNIFIED CALCULUS II,NU,
UI,MAT152,ELEMENTS OF STATISTICAL INFERENCE,NU,
UI,MAT156,BUSINESS MATHEMATICS,NU,
UI,MAT165,ALGEBRA,NU,
UI,MAT201,CALCULUS AND ANALYTIC GEOMETRY III,NU,
UI,MAT204,BUSINESS STATISTICAL ANALYSIS,NU,
UI,MAT205,LINEAR ALGEBRA,NU,
UI,MAT211,UNIFIED CALCULUS III,NU,
UI,MAT212,DIFFERENTIAL EQUATIONS,NU,
UI,MAT215,TECHNICAL MATHEMATICS III,NU,
UI,MAT240,TECHNICAL MATHEMATICS III,NU,
UI,CIS104,DATA BASE MANAGEMENT,RO,
UI,CIS105,DATA COMMUNICATIONS AND NETWORKS,RO,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,RO,
UI,MAT002,ELEMENTARY ALGEBRA,RO,
UI,MAT005,INTERMEDIATE ALGEBRA,RO,
UI,MAT006,TRIGONOMETRY,RO,
UI,MAT012,ESL MATHEMATICS,RO,
UI,MAT025,ELEMEMTARY ALGEBRA I,RO,
UI,MAT026,ELEMENTARY ALGEBRA II,RO,
UI,MAT055,INTERMEDIATE ALGEBRA,RO,
UI,MAT066,TRIGONOMETRY,RO,
UI,MAT105,SURVEY OF SPECIAL TOPICS IN MATHEMATICS,RO,
UI,MAT106,MATHEMATICS FOR MANAGEMENT AND SOCIAL SCIENCES,RO,
UI,MAT108,BASIC PROGRAMMING AND APPLICATIONS,RO,
UI,MAT111,ELEMENTARY FUNCTIONS,RO,
UI,MAT112,ELEMENTARY APPLIED ANALYSIS,RO,
UI,MAT121,CALCULUS AND ANALYTIC GEOMETRY I,RO,
UI,MAT122,CALCULUS AND ANALYTIC GEOMETRY II,RO,
UI,MAT156,BUSINESS MATHEMATICS,RO,
UI,MAT165,ALGEBRA,RO,
UI,MAT185,INTRODUCTION TO TI-85 GRAPHICS CALCULATOR/DERIVE,RO,
UI,MAT201,CALCULUS AND ANALYTIC GEOMETRY III,RO,
UI,MAT215,TECHNICAL MATHEMATICS III,RO,
UI,MAT240,TECHNICAL MATHEMATICS III,RO,
UI,CIS104,DATA BASE MANAGEMENT,RI,
UI,CIS105,DATA COMMUNICATIONS AND NETWORKS,RI,
UI,CIS108,INTRO TO MEDICAL INFORMATICS,RI,
UI,CIS112,MOBILE COMPUTING,RI,
UI,CIS213,WORD I,RI,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,RI,
UI,MAT002,ELEMENTARY ALGEBRA,RI,
UI,MAT005,INTERMEDIATE ALGEBRA,RI,
UI,MAT006,TRIGONOMETRY,RI,
UI,MAT012,ESL MATHEMATICS,RI,
UI,MAT025,ELEMEMTARY ALGEBRA I,RI,
UI,MAT026,ELEMENTARY ALGEBRA II,RI,
UI,MAT055,INTERMEDIATE ALGEBRA,RI,
UI,MAT066,TRIGONOMETRY,RI,
UI,MAT100,MATH FOR PHARMACOLOGY,RI,
UI,MAT101,FINITE MATHEMATICS,RI,
UI,MAT105,SURVEY OF SPECIAL TOPICS IN MATHEMATICS,RI,
UI,MAT106,MATHEMATICS FOR MANAGEMENT AND SOCIAL SCIENCES,RI,
UI,MAT107,ELEMENTARY STATISTICS,RI,
UI,MAT108,BASIC PROGRAMMING AND APPLICATIONS,RI,
UI,MAT111,ELEMENTARY FUNCTIONS,RI,
UI,MAT112,ELEMENTARY APPLIED ANALYSIS,RI,
UI,MAT115,COLLEGE ALGEBRA AND TRIGONOMETRY,RI,
UI,MAT121,CALCULUS AND ANALYTIC GEOMETRY I,RI,
UI,MAT122,CALCULUS AND ANALYTIC GEOMETRY II,RI,
UI,MAT131,UNIFIED CALCULUS I,RI,
UI,MAT132,UNIFIED CALCULUS II,RI,
UI,MAT133,TRIGONOMETRY,RI,
UI,MAT141,TECHNICAL MATHEMATICS I,RI,
UI,MAT142,TECHNICAL MATHEMATICS II,RI,
UI,MAT145,ELEMENTARY FUNCTIONS,RI,
UI,MAT146,BRIEF CALCULUS WITH APPLICATIONS,RI,
UI,MAT152,ELEMENTS OF STATISTICAL INFERENCE,RI,
UI,MAT156,BUSINESS MATHEMATICS,RI,
UI,MAT161,CALCULUS AND ANALYTIC GEOMETRY I,RI,
UI,MAT162,CALCULUS AND ANALYTIC GEOMETRY II,RI,
UI,MAT165,ALGEBRA,RI,
UI,MAT185,INTRODUCTION TO TI-85 GRAPHICS CALCULATOR/DERIVE,RI,
UI,MAT201,CALCULUS AND ANALYTIC GEOMETRY III,RI,
UI,MAT204,BUSINESS STATISTICAL ANALYSIS,RI,
UI,MAT205,LINEAR ALGEBRA,RI,
UI,MAT211,UNIFIED CALCULUS III,RI,
UI,MAT212,DIFFERENTIAL EQUATIONS,RI,
UI,MAT215,TECHNICAL MATHEMATICS III,RI,
UI,MAT228,ADVANCED TOPICS IN COMPUTER SCIENCE,RI,
UI,MAT231,CALCULUS I,RI,
UI,MAT240,TECHNICAL MATHEMATICS III,RI,
UI,MAT241,TECHNICAL MATHEMATICS III,RI,
UI,MAT261,CALCULUS AND ANALYTIC GEOMETRY III,RI,
UI,MAT280,PROJECTS IN MATHEMATICS,RI,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,FM,
UI,MAT002,ELEMENTARY ALGEBRA,FM,
UI,MAT005,INTERMEDIATE ALGEBRA,FM,
UI,MAT006,TRIGONOMETRY,FM,
UI,MAT012,ESL MATHEMATICS,FM,
UI,MAT025,ELEMEMTARY ALGEBRA I,FM,
UI,MAT026,ELEMENTARY ALGEBRA II,FM,
UI,MAT055,INTERMEDIATE ALGEBRA,FM,
UI,MAT066,TRIGONOMETRY,FM,
UI,MAT240,TECHNICAL MATHEMATICS III,FM,
UI,CIS107,OPERATING SYSTEMS FOR HELP DESK,RM,
UI,CIS111,INTEGRATING TECHNOLOGY IN THE CURRICULUM,RM,
UI,CIS120,THE INTERNET,RM,
UI,CIS140,HELP DESK CONCEPTS AND CUSTOMER SERVICE,RM,
UI,CIS207,PC TROUBLSHOOTING AND REPAIR,RM,
UI,CIS210,PRINCIPLES OF INFORMATION SECURITY,RM,
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,RM,
UI,MAT100,MATH FOR PHARMACOLOGY,RM,
UI,CIS100,INTRODUCTION TO COMPUTER APPLICATIONS,NI,
UI,CIS103,WINDOWS OPERATING SYSTEMS,NI,
UI,CIS104,DATA BASE MANAGEMENT,NI,
UI,CIS105,DATA COMMUNICATIONS AND NETWORKS,NI,
UI,CIS106,JAVA PROGRAMMING,NI,
UI,CIS107,OPERATING SYSTEMS FOR HELP DESK,NI,
UI,CIS110,COMPUTER LITERACY,NI,
UI,CIS111,INTEGRATING TECHNOLOGY IN THE CURRICULUM,NI,
UI,CIS113,WORD I,NI,
UI,CIS115,EXCEL I,NI,
UI,CIS116,ACCESS,NI,
UI,CIS117,POWERPOINT,NI,
UI,CIS120,THE INTERNET,NI,
UI,CIS121,HTML,NI,
UI,CIS122,WEB PAGE DEVELOPMENT,NI,
UI,CIS124,WEB AND MULTIMEDIA,NI,
UI,CIS126,E-COMMERCE FUNDAMENTALS,NI,
