SI,Course_ID,Course_Title,01_960_463_01,01_960_486_01,CALCULUS_1,CALCULUS_1_152,CS461_SPRING2023,CS462__INTRODUCTION_TO_DEEP_LEARNING,DATA_STRUCTURES,DMDS_DESCRIPTION,INTERMEDIATE_STAT_ANALYSIS_384:484,INTRODUCTION_TO_COMPUTER_SCIENCE,LINEAR_ALGEBRA,RUTGERS_NB_DATA_101_COURSE_DETAILS_AUG_16_2022,STATISTICS_II,STATISTICS_REPORT_01,STAT_METHODS_IN_BUS,SYLLABUS_-_DATA_IN_CONTEXT_-_FALL_2024_-_10516,SYLLABUS_FOR_2021SP_-_DISCRT_II_01_198_206
MR,MAT274,GEOMETRY FOR MIDDLE GRADES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS120,COMPUTER WRITING SURVIVAL SKILLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,CS121,COMPUTER LITERACY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS125,INTERNET ESSENTIALS - HTML,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,CS148,INTEGRATED OFFICE SOFTWARE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS153,COMPUTER AND PROGRAMMING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS160,COMPUTER SPREADSHEET,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS163,COMPUTER PROGRAMMING I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS164,COMPUTER PROGRAMMING II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS165,MS/DOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,CS166,TECHNICAL WRITING FOR COMPUTER SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS167,DATABASE APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS168,INTRO TO AUTOMATED SPREADSHEETS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS173,INTRO TO COMPUTER ORGANIZATION,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS174,APPLICATION PROGRAMMING IN COBOL,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS178,INTERNET/INTRANET APP DEVELOPMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS180,WEBSITE DESIGN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS184,DESKTOP PUBLISHING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS186,NETWORKING ESSENTIALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,CS191,UNIX,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS230,MULTI-NETWORK MANAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS231,NETWORK MANAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS245,PROGRAMMING FOR A WINDOWS ENVIRONMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,CS254,PROGRAMMING FOR THE WEB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,CS260,SYSTEMS ANALYSIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS270,PROGRAMMING IN JAVA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS274,APPLICATION PROGRAMMING IN C++,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS275,COMPUTER SYSTEMS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS277,DATA STRUCTURES/ALGORITHMS ANALYSIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS284,DATABASE MANAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CS285,OPERATING SYSTEMS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CSIT126,INTERMEDIATE SPREADSHEETS AND DATABASE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CSIT153,DATABASE APPLICATIONS WITH VBA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CSIT213,DATABASE MANAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CSIT265,DATA STRUCTURES AND ANALYSIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CSIT271,DATA STRUCTURES AND ALGORITHM ANALYSIS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,CSIT275,DATA MANAGEMENT ANALYTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH001,BASIC MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,MATH011,INTRODUCTION TO ALGEBRA I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH012,INTRODUCTION TO ALGEBRA II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH023,ALGEBRA BASICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,MATH147,BUSINESS MATHEMATICS I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,MATH149,MATH OF FINANCE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,MATH151,A SURVEY OF MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH156,INTRODUCTION TO STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH157,INTRODUCTION TO DATA SCIENCE,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH158,ALGEBRAIC MODELING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,MATH161,COLLEGE ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,MATH165,COLLEGE ALGEBRA - ACCELERATED,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH166,TOPICS IN ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH168,BASIC TECHNICAL MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,MATH171,FINITE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH181,INTRODUCTION TO PROBABILITY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH191,PRECALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH192,PRECALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH195,PRECALCULUS (ACCELERATED),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH196,PRECALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH201,PRECALCULUS TECHNIQUES AND APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH240,BUSINESS CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH241,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH265,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH266,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH267,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH270,DISCRETE MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC,MATH275,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH280,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
OC,MATH281,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,CIS104,DATA ENTRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,CIS190,DATA BASE FUNDAMENTALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,CIS260,DATA STRUCTURES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,CIS290,DATABASE FUNDAMENTALS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,MA103,BASIC STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,MA104,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,MA105,CALCULUS II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA,MA109,PRECALCULUS MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,MA111,BUSINESS CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,MA115,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,MA120,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,MA121,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,MA200,ELEMENTARY LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
PA,MA201,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,COMP102,COMPUTER LITERACY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,CSIT254,DATA STRUCTURES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,CSIT285,DATABASE DEVELOPMENT AND DESIGN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH010,ARITHMETIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH013,ARITHMETIC I: COMPUTATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH014,ARITHMETIC II: PROPORTIONAL REASONING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH020,ELEMENTARY ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH020A,ELEMENTARY ALGEBRA PART 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH020R,ELEMENTARY ALGEBRA REVIEW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH021,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH022,ALGEBRA MOD I: EQUATIONS AND INEQUALITIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH023,ALGEBRA MOD 2: LINEAR BEHAVIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH024,ALGEBRA MOD 3: POLYNOMIAL BEHAVIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH025,ALGEBRA MOD 4:RATIONAL AND RADICAL BEHAVIOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH030,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH030R,INTERMEDIATE ALGEBRA WITH ALGEBRA REVIEW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH100,FINITE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH101,NUMBER SYSTEMS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH101R,NUMBER SYSTEMS WITH REVIEW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH102,PROBLEM SOLVING STRATEGIES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH103C,QUANTITATIVE REASONING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH104,MATHEMATICAL PATTERNS IN NUMBERS AND SOUND,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH105,CONTEMPORARY MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH106,TECHNICAL MATH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH107,MATH REASONING FOR EDUCATORS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH108,MATH REASONING FOR EDUCATORS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH109,INTEGRATED MATHEMATICS IV,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH110,STATISTICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH111,STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH111H,STATISTICS II HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH112,PRECALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH113,PRECALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH114H,PRECALCULUS HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH115H,"SUM, SEQUENCE SERIES - HONORS",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH116H,INTRODUCTION TO LIMITS - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH117H,STATISTICS HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH118H,INTRO TO EXPERIMENTAL DESIGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH124,MATHEMATICAL THINKING,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH124H,MATHEMATICAL THINKING - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH150,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH151,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH151H,CALCULUS I - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH152,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH152H,CALCULUS II HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH211,PRECALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH211H,PRECALCULUS - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH212,"SUM, SEQUENCE SERIES",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH212H,"SUM, SEQUENCE SERIES - HONORS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH213,INTRODUCTION TO LIMITS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH213H,INTRODUCTION TO LIMITS - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH214,MATHEMATICAL THINKING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH214H,MATHEMATICAL THINKING - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH215,INTRODUCTION TO EXPERIMENTAL DESIGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH215H,INTRODUCTION TO EXPERIMENTAL DESIGN - HONORS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH222,STATISTICS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH223,STATISTICS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH228,MULTIVARIATE STATISTICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH251,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH254,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH255,DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH256,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH296H,MATHEMATICS AND STATISTICS CAPSTONE RESEARCH HONOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH299,SPECIAL TOPICS IN MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH310,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH311,UNIFIED CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH312,UNIFIED CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH313,UNIFIED CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH314,DIFFERENTIAL EQUATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH315,DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH316,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH317,PROBABILITY THEORY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
RV,MATH351,INDEPENDENT STUDY - REGRESSION ANALYSIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RV,MATH375,MATHEMATICS CO-OP EDUCATION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,CS111,COMPUTER PROGRAMMING IN BASIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS113,MICROCOMPUTER APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS115,COMPUTER APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS121,INTRODUCTION TO C++,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS125,DATABASE MANAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS130,OPERATING SYSTEMS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS212,INTRO TO PROGRAMMING IN C++,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS214,DATA STRUCTURES WITH C++,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS217,INTRODUCTION TO VISUAL BASIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS225,ADVANCED VISUAL BASIC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS240,PROGRAMMING IN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS241,ADVANCED C++ CONCEPTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS250,WEB PROGRAMMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,CS251,INTRODUCTION TO JAVA PROGRAMMING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,CS252,ADVANCED JAVA CONCEPTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,CS260,SYSTEMS ANALYSIS AND DESIGN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT037,COLLEGE ALEBRA ENHANCEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT092,PRE-ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT093,ELEMENTARY ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT094,CONTEMPORARY MATH ENHANCEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT095,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT100,APPLIED MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT105,APPLIED MATH FOR INDUSTRIAL TEC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT110,INTRODUCTION TO COLLEGE MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT115,FUNDAMENTALS OF MATH FOR NURSING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT131,COLLEGE ALGEBRA I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT132,ALGEBRA II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT134,CONTEMPORARY MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT135,INTERMEDIATE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT136,INTERMEDIATE ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT137,COLLEGE ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT143,ENGINEERING TECHNOLOGY MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA,MAT145,COLLEGE TRIGONOMETRY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT151,ELEMENTARY FUNCTIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT153,PRECALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT170,DISCRETE MATH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT201,STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT205,INDUSTRIAL STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT210,CALCULUS WITH APPS TO MANAGEMENT AND SOCIAL SCIENC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT211,CALCULUS REVIEW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT231,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT232,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT233,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SA,MAT240,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,COMS217,DATABASE MANAGEMENT SYSTEMS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SX,COMS218,DATABASE MANAGEMENT SYSTEMS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,COMS223,DATA STRUCTURES,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH101,COLLEGE ALGEBRA I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SX,MATH102,COLLEGE ALGEBRA II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SX,MATH104,CONTEMPORARY MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH105,TECHNICAL MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH106,MATHEMATICAL CONCEPTS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH108,STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH110,PRE-CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH111,BUSINESS CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH112,PRE-CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH113,CALCULUS I,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH114,CALCULUS II,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH115,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH118,APPLIED COLLEGE MATH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH119,APPLIED CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH201,DISCRETE MATHEMATICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH205,BUSINESS CALCULUS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH210,STATISTICS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH213,CALCULUS III,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH215,LINEAR ALGEBRA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH220,ORDINARY DIFFERENTIAL EQUATIONS WITH APPLICATIONS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SX,MATH222,STATISTICS AND RESEARCH METHODS IN PSYCHOLOGY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,CIS104,DATA BASE MANAGEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,CIS105,DATA COMMUNICATIONS AND NETWORKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,CIS204,DATA BASE MAMAGEMENT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,CIS205,DATA COMMUNICATIONS AND NETWORKS,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
UI,MAT001,MATHEMATICAL COMPUTATIONS AND PROBLEM SOLVING,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT002,ELEMENTARY ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT005,INTERMEDIATE ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT006,TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT012,ESL MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT025,ELEMEMTARY ALGEBRA I,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT026,ELEMENTARY ALGEBRA II,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT055,INTERMEDIATE ALGEBRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UI,MAT066,TRIGONOMETRY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
