"INST.ID","COURSE ID","COURSE TITLE","EFFECTIVE SINCE","FILE TYPE","LINK TO SYLLABUS"
"BU","ACC110","PRINCIPLES OF FINANCIAL ACCOUNTING I","2019/02","PDF","https://njtransfer.org/artweb/artup/BU.ACC110.201902.syl.pdf"
"BU","ACC111","PRINCIPLES OF FINANCIAL ACCOUNTING II","2019/02","PDF","https://njtransfer.org/artweb/artup/BU.ACC111.201902.syl.pdf"
"BU","ACC112","PRIN OF FINANCIAL ACCOUNTING I","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ACC112.200109.syl.pdf"
"BU","ACC113","PRIN OF FINANCIAL ACCOUNTING I I","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ACC113.200109.syl.pdf"
"BU","ACC114","MANAGERIAL ACCOUNTING","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ACC114.200109.syl.pdf"
"BU","ACC115","MANAGERIAL ACCOUNTING/SPREADSHEETS","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ACC115.200109.syl.pdf"
"BU","ACC116","COMPUTERIZED ACCOUNTING","2013/02","PDF","https://njtransfer.org/artweb/artup/BU.ACC116.201302.syl.pdf"
"BU","ACC210","INTERMEDIATE ACCOUNTING I","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ACC210.200109.syl.pdf"
"BU","ACC211","INTERMEDIATE ACCOUNTING II","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ACC211.200109.syl.pdf"
"BU","ACC213","COST ACCOUNTING","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ACC213.200109.syl.pdf"
"BU","AGR120","SOIL SCIENCE","2009/09","MS Word","https://njtransfer.org/artweb/artup/BU.AGR120.200909.syl.doc"
"BU","AGR130","PRINCIPLES OF PLANT PROTECTION","2014/02","PDF","https://njtransfer.org/artweb/artup/BU.AGR130.201402.syl.pdf"
"BU","AGR140","AGRIBUSINESS MANAGEMENT","2008/09","MS Word","https://njtransfer.org/artweb/artup/BU.AGR140.200809.syl.doc"
"BU","AGR150","AGRIBUSINESS MARKETING","2011/02","MS Word","https://njtransfer.org/artweb/artup/BU.AGR150.201102.syl.doc"
"BU","AGR210","GREENHOUSE MANANGEMENT AND CROP PRODUCTION","2011/02","MS Word","https://njtransfer.org/artweb/artup/BU.AGR210.201102.syl.doc"
"BU","AGR220","NURSERY MANAGEMENT","2011/09","MS Word","https://njtransfer.org/artweb/artup/BU.AGR220.201109.syl.doc"
"BU","AGR230","VEGETABLE AND CROP PRODUCTION","2014/09","PDF","https://njtransfer.org/artweb/artup/BU.AGR230.201409.syl.pdf"
"BU","AHS101","INTRODUCTION TO APPLIED HEARING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS101.200109.syl.txt"
"BU","AHS105","ACOUSTICS AND PSYCHOACOUSTICS","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS105.200109.syl.txt"
"BU","AHS110","ANATOMY & PHYSIOLOGY OF THE AUDITORY & VESTIBULAR","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS110.200109.syl.txt"
"BU","AHS115","PROFESSIONAL PATIENT COUNSELING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS115.200109.syl.txt"
"BU","AHS120","COMMUNICATION AND COMMUNICATION DISORDERS","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS120.200109.syl.txt"
"BU","AHS125","HEARING ASSESSMENT I","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS125.200109.syl.txt"
"BU","AHS130","HEARING ASSESSMENT II","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS130.200109.syl.txt"
"BU","AHS135","HEARING INSTRUMENT TECHNOLOGY I","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS135.200109.syl.txt"
"BU","AHS140","HEARING INSTRUMENT TECHNOLOGY II","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS140.200109.syl.txt"
"BU","AHS145","AUDITORY REHABILITATION","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS145.200109.syl.txt"
"BU","AHS150","LEGAL AND ETHICAL RESPONSIBILITIES","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS150.200109.syl.txt"
"BU","AHS155","CLINICAL PRACTICUM AND EXTERNSHIP","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.AHS155.200109.syl.txt"
"BU","ALT110","ENERGY AUDITING FOR RESIDENTIAL BUILDINGS","2017/09","PDF","https://njtransfer.org/artweb/artup/BU.ALT110.201709.syl.pdf"
"BU","ALT111","ENERGY AUDITING FOR RESIDENTIAL BUILDING LAB","2017/09","PDF","https://njtransfer.org/artweb/artup/BU.ALT111.201709.syl.pdf"
"BU","ALT113","ALTERNATIVE ENERGY SOURCES","2017/09","PDF","https://njtransfer.org/artweb/artup/BU.ALT113.201709.syl.pdf"
"BU","ALT115","SOLAR PHOTOVOLTAIC SYSTEMS I","2017/09","PDF","https://njtransfer.org/artweb/artup/BU.ALT115.201709.syl.pdf"
"BU","ALT116","SOLAR PHOTOVOLTAIC SYSTEMS I LAB","2017/09","PDF","https://njtransfer.org/artweb/artup/BU.ALT116.201709.syl.pdf"
"BU","ALT141","ENERGY INVESTMENT ANALYSIS","2017/09","PDF","https://njtransfer.org/artweb/artup/BU.ALT141.201709.syl.pdf"
"BU","ALT215","PV SYSTEMS II - CONSTRUCTION AND TROUBLESHOOTING","2018/02","PDF","https://njtransfer.org/artweb/artup/BU.ALT215.201802.syl.pdf"
"BU","ALT216","SOLAR PHOTOVOLTAIC SYSTEMS II LAB","2018/02","PDF","https://njtransfer.org/artweb/artup/BU.ALT216.201802.syl.pdf"
"BU","ALT222","ENERGY STORAGE AND MICROGRIDS","2018/02","PDF","https://njtransfer.org/artweb/artup/BU.ALT222.201802.syl.pdf"
"BU","ANT102","INTRODUCTION TO CULTURAL ANTHROPOLOGY","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ANT102.200109.syl.pdf"
"BU","ANT103","BIOLOGICAL ANTHROPOLOGY","2021/02","PDF","https://njtransfer.org/artweb/artup/BU.ANT103.202102.syl.pdf"
"BU","ARA102","ELEMENTARY ARABIC II","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/BU.ARA102.200109.syl.txt"
"BU","ART101","INTRODUCTION TO ART","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART101.200109.syl.docx"
"BU","ART110","DESIGN I","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART110.200109.syl.docx"
"BU","ART112","DESIGN II","2009/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART112.200909.syl.doc"
"BU","ART120","DRAWING I","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART120.200109.syl.docx"
"BU","ART121","DRAWING II","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART121.200109.syl.doc"
"BU","ART122","FIGURE DRAWING","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART122.200109.syl.docx"
"BU","ART135","3-D DESIGN","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART135.200109.syl.docx"
"BU","ART214","PORTFOLIO PREPARATION","2019/06","PDF","https://njtransfer.org/artweb/artup/BU.ART214.201906.syl.pdf"
"BU","ART220","PAINTING I","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART220.200109.syl.docx"
"BU","ART221","PAINTING II","2001/09","PDF","https://njtransfer.org/artweb/artup/BU.ART221.200109.syl.pdf"
"BU","ART250","ART HISTORY I","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART250.200109.syl.docx"
"BU","ART251","ART HISTORY II","2001/09","MS Word","https://njtransfer.org/artweb/artup/BU.ART251.200109.syl.docx"
