"INST.ID","COURSE ID","COURSE TITLE","EFFECTIVE SINCE","FILE TYPE","LINK TO SYLLABUS"
"WA","ACC251","MANAGERIAL ACCOUNTING","2001/09","MS Word","https://njtransfer.org/artweb/artup/WA.ACC251.200109.syl.doc"
"WA","ANT289","ANTHROPOLOGY","2008/09","MS Word","https://njtransfer.org/artweb/artup/WA.ANT289.200809.syl.doc"
"WA","ART106","ART HISTORY II","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/WA.ART106.200109.syl.txt"
"WA","ART107","MODERN TO CONTEMPORARY ART HISTORY","2014/09","MS Word","https://njtransfer.org/artweb/artup/WA.ART107.201409.syl.doc"
"WA","ART116","2D DESIGN","2014/09","MS Word","https://njtransfer.org/artweb/artup/WA.ART116.201409.syl.doc"
"WA","ART118","DRAWING","2016/09","MS Word","https://njtransfer.org/artweb/artup/WA.ART118.201609.syl.docx"
"WA","ART203","3D DESIGN","2014/09","MS Word","https://njtransfer.org/artweb/artup/WA.ART203.201409.syl.doc"
"WA","ART212","PAINTING II","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/WA.ART212.200109.syl.txt"
"WA","ART220","LIFE DRAWING II","2019/09","MS Word","https://njtransfer.org/artweb/artup/WA.ART220.201909.syl.docx"
"WA","ART270","AMERICAN COMIC BOOK ART HISTORY AND DESIGN","2016/02","MS Word","https://njtransfer.org/artweb/artup/WA.ART270.201602.syl.docx"
"WA","ART285","3D DESIGN","2016/02","MS Word","https://njtransfer.org/artweb/artup/WA.ART285.201602.syl.docx"
"WA","AUT101","ENGINE REPAIR","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT101.201009.syl.doc"
"WA","AUT102","BRAKE SYSTEMS","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT102.201009.syl.doc"
"WA","AUT103","STEERING/SUSPENSION SYSTEMS","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT103.201009.syl.doc"
"WA","AUT104","AUTOMOTIVE ELECTRICAL I","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT104.201009.syl.doc"
"WA","AUT105","AUTOMOTIVE ENGINE PERFORMANCE I","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT105.201009.syl.doc"
"WA","AUT106","MANUAL DRIVE TRAINS","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT106.201009.syl.doc"
"WA","AUT202","AUTOMOTIVE ENGINE PERFORMANCE II","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT202.201009.syl.doc"
"WA","AUT203","HEATING AND AIR CONDITIONING","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT203.201009.syl.doc"
"WA","AUT204","AUTOMOTIVE TRANSMISSION","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT204.201009.syl.doc"
"WA","AUT205","AUTOMOTIVE ENGINE PERFORMANCE III","2010/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT205.201009.syl.doc"
"WA","AUT206","AUTOMOTIVE TECHNOLOGY INTERNSHIP","2015/09","MS Word","https://njtransfer.org/artweb/artup/WA.AUT206.201509.syl.docx"
"WA","BIO145","PRINCIPLES OF BIOLOGY","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/WA.BIO145.200109.syl.txt"
"WA","BIO162","GENERAL BIOLOGY I","2001/09","PDF","https://njtransfer.org/artweb/artup/WA.BIO162.200109.syl.pdf"
"WA","BIO163","GENERAL BIOLOGY II","2001/09","PDF","https://njtransfer.org/artweb/artup/WA.BIO163.200109.syl.pdf"
"WA","BIO176","INTRO TO ANATOMY, PHYSIOLOGY, PATHOLOGY","2016/09","MS Word","https://njtransfer.org/artweb/artup/WA.BIO176.201609.syl.docx"
"WA","BIO200","GENETICS","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/WA.BIO200.200109.syl.txt"
"WA","BIO210","COMPARATIVE ANATOMY","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/WA.BIO210.200109.syl.txt"
"WA","BIO220","EVOLUTIONARY BIOLOGY","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/WA.BIO220.200109.syl.txt"
"WA","BIO291","ENVIRONMENTAL STUDIES INTERNSHIP","2019/09","MS Word","https://njtransfer.org/artweb/artup/WA.BIO291.201909.syl.docx"
"WA","BUS202","PRINCIPLES OF ADVERTISING","2019/09","MS Word","https://njtransfer.org/artweb/artup/WA.BUS202.201909.syl.docx"
"WA","BUS203","SOCIAL MEDIA MARKETING","2019/09","MS Word","https://njtransfer.org/artweb/artup/WA.BUS203.201909.syl.docx"
"WA","BUS204","MANAGEMENT SKILLS FOR WOMEN","2019/09","MS Word","https://njtransfer.org/artweb/artup/WA.BUS204.201909.syl.docx"
"WA","BUS251","INTRODUCTION TO GLOBAL BUSINESS","2013/02","MS Word","https://njtransfer.org/artweb/artup/WA.BUS251.201302.syl.docx"
