"INST.ID","COURSE ID","COURSE TITLE","EFFECTIVE SINCE","FILE TYPE","LINK TO SYLLABUS"
"HD","ACC121","PRINCIPLES OF ACCOUNTING I","2019/09","PDF","https://njtransfer.org/artweb/artup/HD.ACC121.201909.syl.pdf"
"HD","ACC211","COMPUTERIZED ACCOUNTING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/HD.ACC211.200109.syl.txt"
"HD","ACC221","PRINCIPLES OF ACCOUNTING II","2019/09","PDF","https://njtransfer.org/artweb/artup/HD.ACC221.201909.syl.pdf"
"HD","ACC224","FEDERAL TAXATION","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/HD.ACC224.200109.syl.txt"
"HD","ACC226","AUDITING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/HD.ACC226.200109.syl.txt"
"HD","ACC228","COST ACCOUNTING","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/HD.ACC228.200109.syl.txt"
"HD","ACC240","INTERMEDIATE ACCOUNTING I","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/HD.ACC240.200109.syl.txt"
"HD","ACC241","INTERMEDIATE ACCOUNTING II","2001/09","Text/ASCII","https://njtransfer.org/artweb/artup/HD.ACC241.200109.syl.txt"
"HD","ADM120","MANUFACTURING PROCESSES","2020/09","PDF","https://njtransfer.org/artweb/artup/HD.ADM120.202009.syl.pdf"
"HD","ADM182","WOOD SCIENCE","2021/09","PDF","https://njtransfer.org/artweb/artup/HD.ADM182.202109.syl.pdf"
"HD","ADM185","FUNDAMENTALS OF ARCHITECHTURAL MANUFACTURING","2022/02","PDF","https://njtransfer.org/artweb/artup/HD.ADM185.202202.syl.pdf"
"HD","ADM230","PASTIC MANUFACTURING","2021/09","PDF","https://njtransfer.org/artweb/artup/HD.ADM230.202109.syl.pdf"
"HD","ADM231","COMPUTER NUMERIC CONTROL","2021/09","PDF","https://njtransfer.org/artweb/artup/HD.ADM231.202109.syl.pdf"
